9789812790125	9789812790118	1.0	1.0	A synopsis of regional anatomy /	A synopsis of regional anatomy /	Hinrichsen, Colin.	Hinrichsen, Colin.	9789812790125	9789812790118
9789812308320	9789812308313	1.0	1.0	Governance, politics and the environment :	Governance, politics and the environment :	Francesch-Huidobro, Maria.	Francesch-Huidobro, Maria.	9789812308320	9789812308313
9789812308313	EBL730925	1.0	1.0	Governance, politics and the environment :	Governance, Politics and the Environment	Francesch-Huidobro, Maria.	Francesch-Huidobro, Maria.	9789812308313	9789812308320|9789812308337
9789812308191	313623414	1.0	1.0	Indonesia :	Indonesia /	Lindsey, Timothy,	Lindsey, Timothy	9789812308191	9781848850651
9789812304728	9789812304711	1.0	1.0	Indonesian Muslim intelligentsia and power /	Indonesian Muslim intelligentsia and power /	Latif, Yudi.	Latif, Yudi.	9789812304728	9789812304711
9789812304711	EBL730952	1.0	1.0	Indonesian Muslim intelligentsia and power /	Indonesian Muslim Intelligentsia and Power	Latif, Yudi.	Latif, Yudi.	9789812304711	9789812304728|9789812307859
9789812303998	EBL730936	1.0	1.0	Shari'a and constitutional reform in Indonesia /	Shari'a and Constitutional Reform in Indonesia	Hosen, Nadirsyah.	Hosen, Nadirsyah.	9789812303998	9789812304025|9789812305701
9789810679934	040153975	1.0	1.0	Marketing management :	Marketing management :	Kotler, Philip.	Kotler, Philip	9789810679934	9780137228515|9780130980052
9789810224141	9789810221638	1.0	1.0	Design and construction of maritime structures for protection against waves /	Design and construction of maritime structures for protection against waves /	Losada, Miguel A.	Losada, Miguel A.	9789810224141	9789810221638
9789766402471	102136289	1.0	1.0	A practical introduction to econometric methods :	A practical introduction to econometric methods :	Watson, Patrick K.	Watson, Patrick K.	9789766402471	9789766401221
9789659124138	EBL332801	1.0	1.0	Technical analysis of stock trends /	Technical Analysis of Stock Trends	Edwards, Robert D.,	Edwards, Robert D.	9789659124138	9780849337727|9781420013146
9789659124138	EBL264566	1.0	1.0	Technical analysis of stock trends /	Technical Analysis of Stock Trends	Edwards, Robert D.,	Edwards, Robert D.	9789659124138	9781574442922|9781420025583
9789659124138	039858774	1.0	1.0	Technical analysis of stock trends /	Technical analysis of stock trends /	Edwards, Robert D.,	Edwards, Robert D.	9789659124138	9780139043437
9789650902254	9789650902667	1.0	1.0	I'm adult! aren't I! :	"I'm adult! Aren't I!" :	Ben-Nathan, Geoffrey.	Ben-Nathan, Geoffrey.	9789650902254	9789650902667
9789622099050	EBL677603	1.0	1.0	Hong Kong's housing policy :	Hong Kong's Housing Policy	Yung, Betty.	Yung, Betty.	9789622099050	9789622099043|9789888052332
9789622099043	9789622099050	1.0	1.0	Hong Kong's housing policy :	Hong Kong's housing policy :	Yung, Betty.	Yung, Betty.	9789622099043	9789622099050
9789607120267	9789607120250	1.0	1.0	Cosmos, life, and liturgy in a Greek orthodox village /	Cosmos, life, and liturgy in a Greek orthodox village /	Boulay, Juliet Du.	Boulay, Juliet Du.	9789607120267	9789607120250
9789546424792	9789546424419	1.0	1.0	Distribution and ecological preferences of European freshwater organisms.	Distribution and ecological preferences of European freshwater organisms.	Graf, W.	Graf, W.	9789546424792	9789546424419
9789546423221	9789546423214	1.0	1.0	A world catalogue and bibliography of the jewel beetles (coleoptera: buprestoidea).	A world catalogue and bibliography of the jewel beetles (coleoptera: buprestoidea).	Bellamy, C. L.	Bellamy, C. L.	9789546423221	9789546423214
9789546423221	9789546423207	1.0	1.0	A world catalogue and bibliography of the jewel beetles (coleoptera: buprestoidea).	A world catalogue and bibliography of the jewel beetles (coleoptera: buprestoidea).	Bellamy, C. L.	Bellamy, C. L.	9789546423221	9789546423207
9789546423221	9789546423191	1.0	1.0	A world catalogue and bibliography of the jewel beetles (coleoptera: buprestoidea).	A world catalogue and bibliography of the jewel beetles (coleoptera: buprestoidea).	Bellamy, C. L.	Bellamy, C. L.	9789546423221	9789546423191
9789546423214	9789546423207	1.0	1.0	A world catalogue and bibliography of the jewel beetles (coleoptera: buprestoidea).	A world catalogue and bibliography of the jewel beetles (coleoptera: buprestoidea).	Bellamy, C. L.	Bellamy, C. L.	9789546423214	9789546423207
9789546423191	9789546423214	1.0	1.0	A world catalogue and bibliography of the jewel beetles (coleoptera: buprestoidea).	A world catalogue and bibliography of the jewel beetles (coleoptera: buprestoidea).	Bellamy, C. L.	Bellamy, C. L.	9789546423191	9789546423214
9789546423191	9789546423207	1.0	1.0	A world catalogue and bibliography of the jewel beetles (coleoptera: buprestoidea).	A world catalogue and bibliography of the jewel beetles (coleoptera: buprestoidea).	Bellamy, C. L.	Bellamy, C. L.	9789546423191	9789546423207
9789546423184	9789546423221	1.0	1.0	A world catalogue and bibliography of the jewel beetles (coleoptera: buprestoidea) :	A world catalogue and bibliography of the jewel beetles (coleoptera: buprestoidea).	Bellamy, C. L.	Bellamy, C. L.	9789546423184	9789546423221
9789546423184	9789546423214	1.0	1.0	A world catalogue and bibliography of the jewel beetles (coleoptera: buprestoidea) :	A world catalogue and bibliography of the jewel beetles (coleoptera: buprestoidea).	Bellamy, C. L.	Bellamy, C. L.	9789546423184	9789546423214
9789546423184	9789546423207	1.0	1.0	A world catalogue and bibliography of the jewel beetles (coleoptera: buprestoidea) :	A world catalogue and bibliography of the jewel beetles (coleoptera: buprestoidea).	Bellamy, C. L.	Bellamy, C. L.	9789546423184	9789546423207
9789546423184	9789546423191	1.0	1.0	A world catalogue and bibliography of the jewel beetles (coleoptera: buprestoidea) :	A world catalogue and bibliography of the jewel beetles (coleoptera: buprestoidea).	Bellamy, C. L.	Bellamy, C. L.	9789546423184	9789546423191
9789546423184	9789546423177	1.0	1.0	A world catalogue and bibliography of the jewel beetles (coleoptera: buprestoidea) :	A world catalogue and bibliography of the jewel beetles (coleoptera: buprestoidea).	Bellamy, C. L.	Bellamy, C. L.	9789546423184	9789546423177
9789546423177	9789546423221	1.0	1.0	A world catalogue and bibliography of the jewel beetles (coleoptera: buprestoidea).	A world catalogue and bibliography of the jewel beetles (coleoptera: buprestoidea).	Bellamy, C. L.	Bellamy, C. L.	9789546423177	9789546423221
9789546423177	9789546423214	1.0	1.0	A world catalogue and bibliography of the jewel beetles (coleoptera: buprestoidea).	A world catalogue and bibliography of the jewel beetles (coleoptera: buprestoidea).	Bellamy, C. L.	Bellamy, C. L.	9789546423177	9789546423214
9789546423177	9789546423207	1.0	1.0	A world catalogue and bibliography of the jewel beetles (coleoptera: buprestoidea).	A world catalogue and bibliography of the jewel beetles (coleoptera: buprestoidea).	Bellamy, C. L.	Bellamy, C. L.	9789546423177	9789546423207
9789546423177	9789546423191	1.0	1.0	A world catalogue and bibliography of the jewel beetles (coleoptera: buprestoidea).	A world catalogue and bibliography of the jewel beetles (coleoptera: buprestoidea).	Bellamy, C. L.	Bellamy, C. L.	9789546423177	9789546423191
9789491216527	370773624	1.0	1.0	Integration of world knowledge for natural language understanding /	Integration of world knowledge for natural language understanding /	Ovchinnikova, Ekaterina.	Ovchinnikova, Ekaterina	9789491216527	
9789491216398	EBL763881	1.0	1.0	Trust networks for recommender systems /	Trust Networks for Recommender Systems	Victor, Patricia.	Victor, Patricia.	9789491216398	9789491216084|9789491216077
9789491216398	345802799	1.0	1.0	Trust networks for recommender systems /	Trust Networks for Recommender Systems	Victor, Patricia.	Victor, Patricia	9789491216398	9789491216084|9789491216077
9789491216381	EBL763530	1.0	1.0	Nonlinear hybrid continuous/discrete-time models /	Nonlinear Hybrid Continuous/Discrete-Time Models	Akhmet, Marat.	Akhmet, Marat.	9789491216381	9789491216022|9789491216039
9789491216381	345802802	1.0	1.0	Nonlinear hybrid continuous/discrete-time models /	Nonlinear Hybrid Continuous/Discrete-Time Models	Akhmet, Marat.	Akhmet, Marat	9789491216381	9789491216022|9789491216039
9789491216077	9789491216398	1.0	1.0	Trust networks for recommender systems /	Trust networks for recommender systems /	Victor, Patricia.	Victor, Patricia.	9789491216077	9789491216398
9789491216022	9789491216381	1.0	1.0	Nonlinear hybrid continuous/discrete-time models /	Nonlinear hybrid continuous/discrete-time models /	Akhmet, Marat.	Akhmet, Marat.	9789491216022	9789491216381
9789460912771	9789460912764	1.0	1.0	Critical Theories, Radical Pedagogies, and Social Education :	Critical Theories, Radical Pedagogies, and Social Education :	DeLeon, Abraham P.	DeLeon, Abraham P.	9789460912771	9789460912764
9789460912740	9789460912733	1.0	1.0	Teacher Career Motivation and Professional Development in Special and Inclusive Education in China /	Teacher Career Motivation and Professional Development in Special and Inclusive Education in China /	Feng, Yan.	Feng, Yan.	9789460912740	9789460912733
9789401741521	034828168	1.0	1.0	Algebraic structures and operator calculus.	Algebraic structures and operator calculus /	Feinsilver, Philip J.,	Feinsilver, Philip J.	9789401741521	
9789401741408	103572260	1.0	1.0	Soil formation /	Soil formation /	Breemen, Nico Van.	Breemen, Nico van	9789401741408	9781402007187
9789401741408	077042239	1.0	1.0	Soil formation /	Soil formation /	Breemen, Nico Van.	Breemen, Nico van	9789401741408	9780792352631
9789401740999	9789401069717	1.0	1.0	Constructing test items :	Constructing test items /	Osterlind, Steven J.	Osterlind, Steven J.	9789401740999	9789401069717
9789401737685	054483212	1.0	1.0	Transfer pricing and valuation in corporate taxation :	Transfer pricing and valuation in corporate taxation :	King, Elizabeth.	King, Elizabeth	9789401737685	9780792393924
9789401737456	061462713	1.0	1.0	Preventing prenatal harm :	Preventing prenatal harm :	Mathieu, Deborah.	Mathieu, Deborah	9789401737456	9780878406005
9789401733724	014872056	1.0	1.0	The International Payments and Monetary System in the Integration of the Socialist Countries /	The international payments and monetary system in the integration of the socialist countries /	Vincze, Imre.	Vincze, Imre	9789401733724	9789630534857
9789401716154	9781461337980	1.0	1.0	From Catastrophe to Chaos: A General Theory of Economic Discontinuities :	From Catastrophe to Chaos: A General Theory of Economic Discontinuities /	Rosser, Jr., J. Barkley.	Rosser, Jr., J. Barkley.	9789401716154	9781461337980
9789401713764	07926218X	1.0	1.0	Economics as a science of human behaviour :	Economics as a science of human behaviour :	Frey, Bruno S.	Frey, Bruno S.	9789401713764	9780792384342|9780792384717
9789401713764	050367447	1.0	1.0	Economics as a science of human behaviour :	Economics as a science of human behaviour :	Frey, Bruno S.	Frey, Bruno S.	9789401713764	9780792391920
9789401713764	029265231	1.0	1.0	Economics as a science of human behaviour :	Economics as a science of human behaviour :	Frey, Bruno S.	Frey, Bruno S.	9789401713764	9780792391920
9789401713160	027717119	1.0	1.0	Dynamic models of advertising competition :	Dynamic models of advertising competition :	Erickson, Gary M.	Erickson, Gary M.	9789401713160	9780792391463
9789401580014	031725899	1.0	1.0	The technological specialization of advanced countries :	The technological specialization of advanced countries :	Archibugi, Daniele.	Archibugi, Daniele	9789401580014	9780792317500
9789401578516	024284718	1.0	1.0	A Theory of Socialism and Capitalism :	A theory of socialism and capitalism :	Hoppe, Hans-Hermann.	Hoppe, Hans-Hermann	9789401578516	9780898382792
9789401569446	016740335	1.0	1.0	Theory of logical calculi :	Theory of logical calculi :	Wojcicki, Ryszard.	Wójcicki, Ryszard	9789401569446	9789027727855
9789401512206	9789401511728	1.0	1.0	Annuaire Europeen / European Yearbook :	Annuaire Europeen / European Yearbook :	Council of Europe Staff.	Council of Europe Staff.	9789401512206	9789401511728
9789401173841	325402418	1.0	1.0	Principles of package development /	Principles of package development /	Griffin, Roger C.	Griffin, Roger C.	9789401173841	
9789401085748	012047295	1.0	1.0	Bhartrhari and the Buddhists :	Bhartṛhari and the Buddhists :	Herzberger, Radhika.	Herzberger, Radhika	9789401085748	9789027722508
9789401085311	012055557	1.0	1.0	Doing the best we can :	Doing the best we can :	Feldman, Fred,	Feldman, Fred	9789401085311	9789027721648
9789401083751	017553989	1.0	1.0	The Theory of Committees and Elections /	The theory of committees and elections /	Black, Duncan.	Black, Duncan	9789401083751	9780898381894
9789401082631	013590065	1.0	1.0	The logics of preference :	The logics of preference :	Moutafakis, Nicholas J.,	Moutafakis, Nicholas J.	9789401082631	9789027725912
